,Ticker,Date,Metric,Value
2322,ADP,2024-06-30,Total Unusual Items,11200000.0
2323,ADP,2024-06-30,Total Unusual Items Excluding Goodwill,11200000.0
2324,ADP,2024-06-30,Net Income From Continuing Operation Net Minority Interest,3752000000.0
2325,ADP,2024-06-30,Reconciled Depreciation,561900000.0
2326,ADP,2024-06-30,Reconciled Cost Of Revenue,10476700000.0
2327,ADP,2024-06-30,EBITDA,5795600000.0
2328,ADP,2024-06-30,EBIT,5233700000.0
2329,ADP,2024-06-30,Net Interest Income,904600000.0
2330,ADP,2024-06-30,Interest Expense,361400000.0
2331,ADP,2024-06-30,Interest Income,1266000000.0
2332,ADP,2024-06-30,Normalized Income,3743376000.0
2333,ADP,2024-06-30,Net Income From Continuing And Discontinued Operation,3752000000.0
2334,ADP,2024-06-30,Total Expenses,14221400000.0
2335,ADP,2024-06-30,Diluted Average Shares,412200000.0
2336,ADP,2024-06-30,Basic Average Shares,410600000.0
2337,ADP,2024-06-30,Diluted EPS,9.1
2338,ADP,2024-06-30,Basic EPS,9.14
2339,ADP,2024-06-30,Diluted NI Availto Com Stockholders,3752000000.0
2340,ADP,2024-06-30,Net Income Common Stockholders,3752000000.0
2341,ADP,2024-06-30,Net Income,3752000000.0
2342,ADP,2024-06-30,Net Income Including Noncontrolling Interests,3752000000.0
2343,ADP,2024-06-30,Net Income Continuous Operations,3752000000.0
2344,ADP,2024-06-30,Tax Provision,1120300000.0
2345,ADP,2024-06-30,Pretax Income,4872300000.0
2346,ADP,2024-06-30,Other Income Expense,11200000.0
2347,ADP,2024-06-30,Other Non Operating Income Expenses,
2348,ADP,2024-06-30,Special Income Charges,17100000.0
2349,ADP,2024-06-30,Gain On Sale Of Ppe,17100000.0
2350,ADP,2024-06-30,Write Off,0.0
2351,ADP,2024-06-30,Gain On Sale Of Security,-5900000.0
2352,ADP,2024-06-30,Net Non Operating Interest Income Expense,904600000.0
2353,ADP,2024-06-30,Interest Expense Non Operating,361400000.0
2354,ADP,2024-06-30,Interest Income Non Operating,1266000000.0
2355,ADP,2024-06-30,Operating Income,3956500000.0
2356,ADP,2024-06-30,Operating Expense,3744700000.0
2357,ADP,2024-06-30,Selling General And Administration,3744700000.0
2358,ADP,2024-06-30,General And Administrative Expense,3744700000.0
2359,ADP,2024-06-30,Other Gand A,3778900000.0
2360,ADP,2024-06-30,Salaries And Wages,-34200000.0
2361,ADP,2024-06-30,Gross Profit,7701200000.0
2362,ADP,2024-06-30,Cost Of Revenue,10476700000.0
2363,ADP,2024-06-30,Total Revenue,18177900000.0
2364,ADP,2024-06-30,Operating Revenue,18177900000.0
2269,ADSK,2024-01-31,Tax Effect Of Unusual Items,
2270,ADSK,2024-01-31,Tax Rate For Calcs,
2271,ADSK,2024-01-31,Normalized EBITDA,
2272,ADSK,2024-01-31,Total Unusual Items,
2273,ADSK,2024-01-31,Total Unusual Items Excluding Goodwill,
2274,ADSK,2024-01-31,Net Income From Continuing Operation Net Minority Interest,
2275,ADSK,2024-01-31,Reconciled Depreciation,
2276,ADSK,2024-01-31,Reconciled Cost Of Revenue,
2277,ADSK,2024-01-31,EBITDA,
2278,ADSK,2024-01-31,EBIT,
2279,ADSK,2024-01-31,Net Interest Income,
2280,ADSK,2024-01-31,Interest Expense,
2281,ADSK,2024-01-31,Normalized Income,
2282,ADSK,2024-01-31,Net Income From Continuing And Discontinued Operation,
2283,ADSK,2024-01-31,Total Expenses,
2284,ADSK,2024-01-31,Total Operating Income As Reported,
2285,ADSK,2024-01-31,Diluted Average Shares,216000000.0
2286,ADSK,2024-01-31,Basic Average Shares,214000000.0
2287,ADSK,2024-01-31,Diluted EPS,4.19
2288,ADSK,2024-01-31,Basic EPS,4.23
2289,ADSK,2024-01-31,Diluted NI Availto Com Stockholders,
2290,ADSK,2024-01-31,Net Income Common Stockholders,
2291,ADSK,2024-01-31,Net Income,
2292,ADSK,2024-01-31,Net Income Including Noncontrolling Interests,
2293,ADSK,2024-01-31,Net Income Continuous Operations,
2294,ADSK,2024-01-31,Tax Provision,
2295,ADSK,2024-01-31,Pretax Income,
2296,ADSK,2024-01-31,Other Income Expense,
2297,ADSK,2024-01-31,Other Non Operating Income Expenses,
2298,ADSK,2024-01-31,Special Income Charges,
2299,ADSK,2024-01-31,Restructuring And Mergern Acquisition,
2300,ADSK,2024-01-31,Gain On Sale Of Security,
2301,ADSK,2024-01-31,Net Non Operating Interest Income Expense,
2302,ADSK,2024-01-31,Total Other Finance Cost,
2303,ADSK,2024-01-31,Interest Expense Non Operating,
2304,ADSK,2024-01-31,Operating Income,
2305,ADSK,2024-01-31,Operating Expense,
2306,ADSK,2024-01-31,Depreciation Amortization Depletion Income Statement,
2307,ADSK,2024-01-31,Depreciation And Amortization In Income Statement,
2308,ADSK,2024-01-31,Amortization,
2309,ADSK,2024-01-31,Amortization Of Intangibles Income Statement,
2310,ADSK,2024-01-31,Research And Development,
2311,ADSK,2024-01-31,Selling General And Administration,
2312,ADSK,2024-01-31,Selling And Marketing Expense,
2313,ADSK,2024-01-31,General And Administrative Expense,
2314,ADSK,2024-01-31,Other Gand A,
2315,ADSK,2024-01-31,Gross Profit,
2316,ADSK,2024-01-31,Cost Of Revenue,
2317,ADSK,2024-01-31,Total Revenue,
2318,ADSK,2024-01-31,Operating Revenue,
1159,AEE,2023-12-31,Tax Effect Of Unusual Items,7374626.865672
1160,AEE,2023-12-31,Tax Rate For Calcs,0.136567
1161,AEE,2023-12-31,Normalized EBITDA,3352000000.0
1162,AEE,2023-12-31,Total Unusual Items,54000000.0
1163,AEE,2023-12-31,Total Unusual Items Excluding Goodwill,54000000.0
1164,AEE,2023-12-31,Net Income From Continuing Operation Net Minority Interest,1152000000.0
1165,AEE,2023-12-31,Reconciled Depreciation,1500000000.0
1166,AEE,2023-12-31,Reconciled Cost Of Revenue,3920000000.0
1167,AEE,2023-12-31,EBITDA,3406000000.0
1168,AEE,2023-12-31,EBIT,1906000000.0
1169,AEE,2023-12-31,Net Interest Income,-533000000.0
1170,AEE,2023-12-31,Interest Expense,566000000.0
1171,AEE,2023-12-31,Interest Income,33000000.0
1172,AEE,2023-12-31,Normalized Income,1105374626.865672
1173,AEE,2023-12-31,Net Income From Continuing And Discontinued Operation,1152000000.0
1174,AEE,2023-12-31,Total Expenses,5647000000.0
1175,AEE,2023-12-31,Total Operating Income As Reported,1558000000.0
1176,AEE,2023-12-31,Diluted Average Shares,263400000.0
1177,AEE,2023-12-31,Basic Average Shares,262800000.0
1178,AEE,2023-12-31,Diluted EPS,4.38
1179,AEE,2023-12-31,Basic EPS,4.39
1180,AEE,2023-12-31,Diluted NI Availto Com Stockholders,1152000000.0
1181,AEE,2023-12-31,Net Income Common Stockholders,1152000000.0
1182,AEE,2023-12-31,Net Income,1152000000.0
1183,AEE,2023-12-31,Minority Interests,-5000000.0
1184,AEE,2023-12-31,Net Income Including Noncontrolling Interests,1157000000.0
1185,AEE,2023-12-31,Net Income Continuous Operations,1157000000.0
1186,AEE,2023-12-31,Tax Provision,183000000.0
1187,AEE,2023-12-31,Pretax Income,1340000000.0
1188,AEE,2023-12-31,Other Income Expense,20000000.0
1189,AEE,2023-12-31,Other Non Operating Income Expenses,-35000000.0
1190,AEE,2023-12-31,Special Income Charges,54000000.0
1191,AEE,2023-12-31,Other Special Charges,-54000000.0
1192,AEE,2023-12-31,Earnings From Equity Interest,1000000.0
1193,AEE,2023-12-31,Net Non Operating Interest Income Expense,-533000000.0
1194,AEE,2023-12-31,Interest Expense Non Operating,566000000.0
1195,AEE,2023-12-31,Interest Income Non Operating,33000000.0
1196,AEE,2023-12-31,Operating Income,1853000000.0
1197,AEE,2023-12-31,Operating Expense,1614000000.0
1198,AEE,2023-12-31,Other Taxes,522000000.0
1199,AEE,2023-12-31,Depreciation Amortization Depletion Income Statement,1387000000.0
1200,AEE,2023-12-31,Depreciation And Amortization In Income Statement,1387000000.0
1201,AEE,2023-12-31,Selling General And Administration,-295000000.0
1202,AEE,2023-12-31,General And Administrative Expense,-295000000.0
1203,AEE,2023-12-31,Salaries And Wages,-295000000.0
1204,AEE,2023-12-31,Gross Profit,3467000000.0
1205,AEE,2023-12-31,Cost Of Revenue,4033000000.0
1206,AEE,2023-12-31,Total Revenue,7500000000.0
1207,AEE,2023-12-31,Operating Revenue,7500000000.0
1208,AEP,2023-12-31,Tax Effect Of Unusual Items,-84049.440848
1209,AEP,2023-12-31,Tax Rate For Calcs,0.02472
1210,AEP,2023-12-31,Normalized EBITDA,7206000000.0
1211,AEP,2023-12-31,Total Unusual Items,-3400000.0
1212,AEP,2023-12-31,Total Unusual Items Excluding Goodwill,-3400000.0
1213,AEP,2023-12-31,Net Income From Continuing Operation Net Minority Interest,2208100000.0
1214,AEP,2023-12-31,Reconciled Depreciation,3187000000.0
1215,AEP,2023-12-31,Reconciled Cost Of Revenue,7758000000.0
1216,AEP,2023-12-31,EBITDA,7202600000.0
1217,AEP,2023-12-31,EBIT,4015600000.0
1218,AEP,2023-12-31,Net Interest Income,-1806900000.0
1219,AEP,2023-12-31,Interest Expense,1806900000.0
1220,AEP,2023-12-31,Normalized Income,2211415950.559152
1221,AEP,2023-12-31,Net Income From Continuing And Discontinued Operation,2208100000.0
1222,AEP,2023-12-31,Total Expenses,15247800000.0
1223,AEP,2023-12-31,Total Operating Income As Reported,3556200000.0
1224,AEP,2023-12-31,Diluted Average Shares,520206258.0
1225,AEP,2023-12-31,Basic Average Shares,518903682.0
1226,AEP,2023-12-31,Diluted EPS,4.24
1227,AEP,2023-12-31,Basic EPS,4.26
1228,AEP,2023-12-31,Diluted NI Availto Com Stockholders,2208100000.0
1229,AEP,2023-12-31,Net Income Common Stockholders,2208100000.0
1230,AEP,2023-12-31,Net Income,2208100000.0
1231,AEP,2023-12-31,Minority Interests,-4500000.0
1232,AEP,2023-12-31,Net Income Including Noncontrolling Interests,2212600000.0
1233,AEP,2023-12-31,Net Income Continuous Operations,2212600000.0
1234,AEP,2023-12-31,Earnings From Equity Interest Net Of Tax,58500000.0
1235,AEP,2023-12-31,Tax Provision,54600000.0
1236,AEP,2023-12-31,Pretax Income,2208700000.0
1237,AEP,2023-12-31,Other Income Expense,281100000.0
1238,AEP,2023-12-31,Other Non Operating Income Expenses,284500000.0
1239,AEP,2023-12-31,Special Income Charges,89300000.0
1240,AEP,2023-12-31,Gain On Sale Of Ppe,0.0
1241,AEP,2023-12-31,Gain On Sale Of Business,0.0
1242,AEP,2023-12-31,Other Special Charges,-174900000.0
1243,AEP,2023-12-31,Write Off,85600000.0
1244,AEP,2023-12-31,Impairment Of Capital Assets,
1245,AEP,2023-12-31,Gain On Sale Of Security,-92700000.0
1246,AEP,2023-12-31,Net Non Operating Interest Income Expense,-1806900000.0
1247,AEP,2023-12-31,Interest Expense Non Operating,1806900000.0
1248,AEP,2023-12-31,Operating Income,3734500000.0
1249,AEP,2023-12-31,Operating Expense,7393200000.0
1250,AEP,2023-12-31,Other Operating Expenses,2810500000.0
1251,AEP,2023-12-31,Other Taxes,1492300000.0
1252,AEP,2023-12-31,Depreciation Amortization Depletion Income Statement,3090400000.0
1253,AEP,2023-12-31,Depreciation And Amortization In Income Statement,3090400000.0
1254,AEP,2023-12-31,Gross Profit,11127700000.0
1255,AEP,2023-12-31,Cost Of Revenue,7854600000.0
1256,AEP,2023-12-31,Total Revenue,18982300000.0
1257,AEP,2023-12-31,Operating Revenue,18524200000.0
333,AES,2023-12-31,Tax Effect Of Unusual Items,-284130000.0
334,AES,2023-12-31,Tax Rate For Calcs,0.21
335,AES,2023-12-31,Normalized EBITDA,3904000000.0
336,AES,2023-12-31,Total Unusual Items,-1353000000.0
337,AES,2023-12-31,Total Unusual Items Excluding Goodwill,-1353000000.0
338,AES,2023-12-31,Net Income From Continuing Operation Net Minority Interest,242000000.0
339,AES,2023-12-31,Reconciled Depreciation,1128000000.0
340,AES,2023-12-31,Reconciled Cost Of Revenue,10164000000.0
341,AES,2023-12-31,EBITDA,2551000000.0
342,AES,2023-12-31,EBIT,1423000000.0
343,AES,2023-12-31,Net Interest Income,-768000000.0
344,AES,2023-12-31,Interest Expense,1319000000.0
345,AES,2023-12-31,Interest Income,551000000.0
346,AES,2023-12-31,Normalized Income,1310870000.0
347,AES,2023-12-31,Net Income From Continuing And Discontinued Operation,249000000.0
348,AES,2023-12-31,Total Expenses,10419000000.0
349,AES,2023-12-31,Diluted Average Shares,712000000.0
350,AES,2023-12-31,Basic Average Shares,669000000.0
351,AES,2023-12-31,Diluted EPS,0.35
352,AES,2023-12-31,Basic EPS,0.37
353,AES,2023-12-31,Diluted NI Availto Com Stockholders,249000000.0
354,AES,2023-12-31,Net Income Common Stockholders,249000000.0
355,AES,2023-12-31,Net Income,249000000.0
356,AES,2023-12-31,Minority Interests,431000000.0
357,AES,2023-12-31,Net Income Including Noncontrolling Interests,-182000000.0
358,AES,2023-12-31,Net Income Discontinuous Operations,7000000.0
359,AES,2023-12-31,Net Income Continuous Operations,-189000000.0
360,AES,2023-12-31,Earnings From Equity Interest Net Of Tax,-32000000.0
361,AES,2023-12-31,Tax Provision,261000000.0
362,AES,2023-12-31,Pretax Income,104000000.0
363,AES,2023-12-31,Other Income Expense,-1377000000.0
364,AES,2023-12-31,Other Non Operating Income Expenses,-24000000.0
365,AES,2023-12-31,Special Income Charges,-1000000000.0
366,AES,2023-12-31,Gain On Sale Of Ppe,-30000000.0
367,AES,2023-12-31,Gain On Sale Of Business,134000000.0
368,AES,2023-12-31,Other Special Charges,41000000.0
369,AES,2023-12-31,Write Off,
370,AES,2023-12-31,Impairment Of Capital Assets,1079000000.0
371,AES,2023-12-31,Restructuring And Mergern Acquisition,-16000000.0
372,AES,2023-12-31,Gain On Sale Of Security,-353000000.0
373,AES,2023-12-31,Net Non Operating Interest Income Expense,-768000000.0
374,AES,2023-12-31,Interest Expense Non Operating,1319000000.0
375,AES,2023-12-31,Interest Income Non Operating,551000000.0
376,AES,2023-12-31,Operating Income,2249000000.0
377,AES,2023-12-31,Operating Expense,255000000.0
378,AES,2023-12-31,Selling General And Administration,255000000.0
379,AES,2023-12-31,General And Administrative Expense,255000000.0
380,AES,2023-12-31,Other Gand A,255000000.0
381,AES,2023-12-31,Salaries And Wages,12000000.0
382,AES,2023-12-31,Gross Profit,2504000000.0
383,AES,2023-12-31,Cost Of Revenue,10164000000.0
384,AES,2023-12-31,Total Revenue,12668000000.0
385,AES,2023-12-31,Operating Revenue,12668000000.0
386,AFL,2023-12-31,Tax Effect Of Unusual Items,0.0
387,AFL,2023-12-31,Tax Rate For Calcs,0.115
388,AFL,2023-12-31,Net Income From Continuing Operation Net Minority Interest,4659000000.0
389,AFL,2023-12-31,EBIT,5457000000.0
390,AFL,2023-12-31,Net Interest Income,-195000000.0
391,AFL,2023-12-31,Interest Expense,195000000.0
392,AFL,2023-12-31,Normalized Income,4659000000.0
393,AFL,2023-12-31,Net Income From Continuing And Discontinued Operation,4659000000.0
394,AFL,2023-12-31,Total Expenses,13579000000.0
395,AFL,2023-12-31,Diluted Average Shares,598745000.0
396,AFL,2023-12-31,Basic Average Shares,596173000.0
397,AFL,2023-12-31,Diluted EPS,7.78
398,AFL,2023-12-31,Basic EPS,7.81
399,AFL,2023-12-31,Diluted NI Availto Com Stockholders,4659000000.0
400,AFL,2023-12-31,Net Income Common Stockholders,4659000000.0
401,AFL,2023-12-31,Net Income,4659000000.0
402,AFL,2023-12-31,Net Income Including Noncontrolling Interests,4659000000.0
403,AFL,2023-12-31,Net Income Continuous Operations,4659000000.0
404,AFL,2023-12-31,Tax Provision,603000000.0
405,AFL,2023-12-31,Pretax Income,5262000000.0
406,AFL,2023-12-31,Other Income Expense,177000000.0
407,AFL,2023-12-31,Net Non Operating Interest Income Expense,-195000000.0
408,AFL,2023-12-31,Interest Expense Non Operating,195000000.0
409,AFL,2023-12-31,Other Operating Expenses,140000000.0
410,AFL,2023-12-31,Total Revenue,18841000000.0
411,AFL,2023-12-31,Operating Revenue,18841000000.0
412,AFL,2023-12-31,Loss Adjustment Expense,11376000000.0
413,AFL,2023-12-31,Net Policyholder Benefits And Claims,11376000000.0
414,AFL,2023-12-31,Policyholder Benefits Gross,
415,AFL,2023-12-31,Policyholder Benefits Ceded,
1294,AIG,2023-12-31,Tax Effect Of Unusual Items,142800000.0
1295,AIG,2023-12-31,Tax Rate For Calcs,0.21
1296,AIG,2023-12-31,Total Unusual Items,680000000.0
1297,AIG,2023-12-31,Total Unusual Items Excluding Goodwill,680000000.0
1298,AIG,2023-12-31,Net Income From Continuing Operation Net Minority Interest,3643000000.0
1299,AIG,2023-12-31,Reconciled Depreciation,4214000000.0
1300,AIG,2023-12-31,EBIT,4994000000.0
1301,AIG,2023-12-31,Net Interest Income,-1136000000.0
1302,AIG,2023-12-31,Interest Expense,1136000000.0
1303,AIG,2023-12-31,Interest Income,1666000000.0
1304,AIG,2023-12-31,Normalized Income,3105800000.0
1305,AIG,2023-12-31,Net Income From Continuing And Discontinued Operation,3643000000.0
1306,AIG,2023-12-31,Total Expenses,43393000000.0
1307,AIG,2023-12-31,Diluted Average Shares,725233068.0
1308,AIG,2023-12-31,Basic Average Shares,719506291.0
1309,AIG,2023-12-31,Diluted EPS,4.98
1310,AIG,2023-12-31,Basic EPS,5.02
1311,AIG,2023-12-31,Diluted NI Availto Com Stockholders,3614000000.0
1312,AIG,2023-12-31,Net Income Common Stockholders,3614000000.0
1313,AIG,2023-12-31,Preferred Stock Dividends,29000000.0
1314,AIG,2023-12-31,Net Income,3643000000.0
1315,AIG,2023-12-31,Minority Interests,-235000000.0
1316,AIG,2023-12-31,Net Income Including Noncontrolling Interests,3878000000.0
1317,AIG,2023-12-31,Net Income Discontinuous Operations,0.0
1318,AIG,2023-12-31,Net Income Continuous Operations,3878000000.0
1319,AIG,2023-12-31,Tax Provision,-20000000.0
1320,AIG,2023-12-31,Pretax Income,3858000000.0
1321,AIG,2023-12-31,Other Income Expense,767000000.0
1322,AIG,2023-12-31,Special Income Charges,680000000.0
1323,AIG,2023-12-31,Other Special Charges,-680000000.0
1324,AIG,2023-12-31,Write Off,
1325,AIG,2023-12-31,Net Non Operating Interest Income Expense,-1136000000.0
1326,AIG,2023-12-31,Interest Expense Non Operating,1136000000.0
1327,AIG,2023-12-31,Other Operating Expenses,451000000.0
1328,AIG,2023-12-31,Selling General And Administration,8499000000.0
1329,AIG,2023-12-31,General And Administrative Expense,8499000000.0
1330,AIG,2023-12-31,Other Gand A,8499000000.0
1331,AIG,2023-12-31,Total Revenue,47251000000.0
1332,AIG,2023-12-31,Operating Revenue,47251000000.0
1333,AIG,2023-12-31,Loss Adjustment Expense,24755000000.0
1334,AIG,2023-12-31,Net Policyholder Benefits And Claims,24755000000.0
1335,AIG,2023-12-31,Policyholder Benefits Gross,24755000000.0
2133,AIZ,2023-12-31,Tax Effect Of Unusual Items,20400.0
2134,AIZ,2023-12-31,Tax Rate For Calcs,0.204
2135,AIZ,2023-12-31,Total Unusual Items,100000.0
2136,AIZ,2023-12-31,Total Unusual Items Excluding Goodwill,100000.0
2137,AIZ,2023-12-31,Net Income From Continuing Operation Net Minority Interest,642500000.0
2138,AIZ,2023-12-31,Reconciled Depreciation,196400000.0
2139,AIZ,2023-12-31,EBIT,914800000.0
2140,AIZ,2023-12-31,Net Interest Income,-108000000.0
2141,AIZ,2023-12-31,Interest Expense,108000000.0
2142,AIZ,2023-12-31,Normalized Income,642420400.0
2143,AIZ,2023-12-31,Net Income From Continuing And Discontinued Operation,642500000.0
2144,AIZ,2023-12-31,Total Expenses,10324800000.0
2145,AIZ,2023-12-31,Diluted Average Shares,53783069.0
2146,AIZ,2023-12-31,Basic Average Shares,53455139.0
2147,AIZ,2023-12-31,Diluted EPS,11.95
2148,AIZ,2023-12-31,Basic EPS,12.02
2149,AIZ,2023-12-31,Diluted NI Availto Com Stockholders,642500000.0
2150,AIZ,2023-12-31,Net Income Common Stockholders,642500000.0
2151,AIZ,2023-12-31,Preferred Stock Dividends,
2152,AIZ,2023-12-31,Net Income,642500000.0
2153,AIZ,2023-12-31,Minority Interests,
2154,AIZ,2023-12-31,Net Income Including Noncontrolling Interests,642500000.0
2155,AIZ,2023-12-31,Net Income Discontinuous Operations,0.0
2156,AIZ,2023-12-31,Net Income Continuous Operations,642500000.0
2157,AIZ,2023-12-31,Tax Provision,164300000.0
2158,AIZ,2023-12-31,Pretax Income,806800000.0
2159,AIZ,2023-12-31,Special Income Charges,100000.0
2160,AIZ,2023-12-31,Other Special Charges,-100000.0
2161,AIZ,2023-12-31,Impairment Of Capital Assets,0.0
2162,AIZ,2023-12-31,Net Non Operating Interest Income Expense,-108000000.0
2163,AIZ,2023-12-31,Interest Expense Non Operating,108000000.0
2164,AIZ,2023-12-31,Other Operating Expenses,
2165,AIZ,2023-12-31,Total Revenue,11131600000.0
2166,AIZ,2023-12-31,Operating Revenue,11131600000.0
2167,AIZ,2023-12-31,Loss Adjustment Expense,2521800000.0
